"gene_id","chr","start","end","width","cpg_oe"
"gene-LOC134707073","NC_086374.1",34378710,34417333,38624,0.917627654824696
"gene-LOC134705066","NC_086374.1",34461220,34465555,4336,0.290424122590213
"gene-LOC134705735","NC_086374.1",34517853,34518272,420,0.671914433753742
"gene-LOC134705736","NC_086374.1",34526432,34527847,1416,0.911799930994277
"gene-LOC134705067","NC_086374.1",34610686,34615410,4725,0.865454584219623
"gene-LOC134707074","NC_086374.1",34630047,34756161,126115,0.349988282923766
"gene-LOC134707076","NC_086374.1",34763188,34767014,3827,0.749891290563793
"gene-LOC134707075","NC_086374.1",34768394,34793349,24956,0.475629911542587
"gene-LOC134705068","NC_086374.1",34805077,34809277,4201,0.803379885170205
"gene-LOC134705069","NC_086374.1",34815343,34827381,12039,0.836819479695494
"gene-LOC134705070","NC_086374.1",34828450,34833044,4595,0.93152661200906
"gene-LOC134705071","NC_086374.1",34837309,34841880,4572,0.816801658508664
"gene-LOC134705738","NC_086374.1",34871596,34873116,1521,0.37839534039275
"gene-LOC134705074","NC_086374.1",34875866,34959171,83306,0.852834696485573
"gene-LOC134705073","NC_086374.1",34882344,34885647,3304,0.807673583273478
"gene-LOC134707077","NC_086374.1",35012031,35026570,14540,0.844592261519723
"gene-LOC134707079","NC_086374.1",35037971,35107626,69656,0.343899043252899
"gene-LOC134707080","NC_086374.1",35109032,35185375,76344,0.440351324616114
"gene-LOC134705075","NC_086374.1",35233620,35254055,20436,0.888631307659671
"gene-LOC134707081","NC_086374.1",35268524,35285561,17038,0.715900308338198
"gene-LOC134705739","NC_086374.1",35299170,35316985,17816,0.7555474600696
"gene-LOC134707083","NC_086374.1",35323395,35409385,85991,0.439436156914292
"gene-LOC134707085","NC_086374.1",35385475,35392204,6730,0.749624382313893
"gene-LOC134707082","NC_086374.1",35387319,35390334,3016,0.812878979300811
"gene-LOC134707086","NC_086374.1",35416207,35477407,61201,0.327978324253636
"gene-LOC134707088","NC_086374.1",35484122,35511452,27331,0.507815641930037
"gene-LOC134705740","NC_086374.1",35491983,35492798,816,0.328058046643011
"gene-LOC134708612","NC_086374.1",35507652,35508697,1046,0.751470666125128
"gene-LOC134707089","NC_086374.1",35515651,35533788,18138,0.446047533250099
"gene-LOC134707090","NC_086374.1",35533944,35543890,9947,0.747799381635486
"gene-LOC134707093","NC_086374.1",35575762,35588461,12700,0.930158652165876
"gene-LOC134707092","NC_086374.1",35603728,35605090,1363,0.849769058339332
"gene-LOC134707094","NC_086374.1",35613343,35621464,8122,0.866810120488612
"gene-LOC134705741","NC_086374.1",35626040,35627158,1119,0.54362766119588
"gene-LOC134705076","NC_086374.1",35638406,35648222,9817,0.871824411961647
"gene-LOC134707095","NC_086374.1",35651331,35666970,15640,0.894736469417312
"gene-LOC134707096","NC_086374.1",35669229,35689067,19839,0.887503101651165
"gene-LOC134707099","NC_086374.1",35739133,35745798,6666,0.370910920000603
"gene-LOC134705077","NC_086374.1",35758901,35764023,5123,0.729870523305247
"gene-LOC134707100","NC_086374.1",35792871,35827009,34139,0.898206524250094
"gene-LOC134705742","NC_086374.1",35827910,35832709,4800,0.80581841876043
"gene-LOC134705078","NC_086374.1",35833572,35839190,5619,0.799030008380244
"gene-LOC134705743","NC_086374.1",35845394,35847325,1932,0.979825891051496
"gene-LOC134705744","NC_086374.1",35865327,35870899,5573,0.917745007477243
"gene-LOC134705079","NC_086374.1",35899322,35902306,2985,0.885458225171881
"gene-LOC134707102","NC_086374.1",35918970,35942484,23515,0.711483667873272
"gene-LOC134707103","NC_086374.1",35956104,35960250,4147,0.879969502566153
"gene-LOC134705080","NC_086374.1",35962993,35978937,15945,0.831127291307531
"gene-LOC134705081","NC_086374.1",36023828,36025905,2078,0.825151317671962
"gene-LOC134705082","NC_086374.1",36055615,36057058,1444,1.07057957367959
"gene-LOC134707104","NC_086374.1",36092573,36114598,22026,0.422818194805935
"gene-LOC134705745","NC_086374.1",36118376,36121747,3372,0.516153969188056
"gene-LOC134707105","NC_086374.1",36130688,36154143,23456,0.360712350587613
"gene-LOC134705084","NC_086374.1",36159562,36216801,57240,0.83739132801416
"gene-LOC134707106","NC_086374.1",36275526,36285846,10321,0.756300117629496
"gene-LOC134707107","NC_086374.1",36288847,36295406,6560,0.501483951177183
"gene-LOC134705085","NC_086374.1",36299869,36309895,10027,0.91068657289217
"gene-LOC134707108","NC_086374.1",36314768,36327154,12387,1.03120080738273
"gene-LOC134705086","NC_086374.1",36328259,36338318,10060,1.06531693764784
"gene-LOC134705087","NC_086374.1",36345972,36347542,1571,0.936339979002378
"gene-LOC134705746","NC_086374.1",36360123,36365715,5593,0.84015917831276
"gene-LOC134705747","NC_086374.1",36372711,36380720,8010,0.793082667699752
"gene-LOC134705748","NC_086374.1",36398955,36407954,9000,0.820208151542683
"gene-LOC134707110","NC_086374.1",36413732,36439650,25919,0.897591468313757
"gene-LOC134705088","NC_086374.1",36464030,36465346,1317,0.697354899406571
"gene-LOC134705089","NC_086374.1",36473917,36479588,5672,0.982983465030372
"gene-LOC134705090","NC_086374.1",36510025,36514707,4683,0.772143814515974
"gene-LOC134705091","NC_086374.1",36528377,36534249,5873,0.885188273333325
"gene-LOC134705092","NC_086374.1",36551318,36554901,3584,0.792552305914642
"gene-LOC134707111","NC_086374.1",36561945,36611917,49973,0.305032067550394
"gene-LOC134707112","NC_086374.1",36641636,36667277,25642,0.795921436142511
"gene-LOC134705094","NC_086374.1",36677520,36680469,2950,0.810714378873077
"gene-LOC134707114","NC_086374.1",36683174,36704655,21482,0.277162215282433
"gene-LOC134707115","NC_086374.1",36707423,36731997,24575,0.419076693123436
"gene-LOC134705095","NC_086374.1",36737973,36748346,10374,0.39901084141883
"gene-LOC134707116","NC_086374.1",36753001,36762573,9573,0.285409366115504
"gene-LOC134707117","NC_086374.1",36775946,36878904,102959,0.425837889149075
"gene-LOC134707119","NC_086374.1",36887422,36892525,5104,0.740935754197423
"gene-LOC134707120","NC_086374.1",36894270,36902413,8144,0.244066886096274
"gene-LOC134707121","NC_086374.1",36905311,36907257,1947,0.815221045705966
"gene-LOC134707122","NC_086374.1",36910097,36915922,5826,0.603200099588082
"gene-LOC134705096","NC_086374.1",36926276,36928733,2458,0.61690498513568
"gene-LOC134705097","NC_086374.1",36931191,36936827,5637,0.59132182496802
"gene-LOC134707123","NC_086374.1",36939147,36958549,19403,0.583772275347749
"gene-LOC134707124","NC_086374.1",36963914,36967241,3328,0.863824344278467
"gene-LOC134707126","NC_086374.1",36973336,36984764,11429,0.945155061897554
"gene-LOC134705749","NC_086374.1",36989081,37021155,32075,0.740249973875968
"gene-LOC134705098","NC_086374.1",37022166,37023791,1626,0.661864799772105
"gene-LOC134705750","NC_086374.1",37033979,37115069,81091,0.598878339467405
"gene-LOC134708613","NC_086374.1",37061536,37067601,6066,0.257212513614434
"gene-LOC134707127","NC_086374.1",37079936,37091625,11690,0.282552765137199
"gene-LOC134708614","NC_086374.1",37096659,37104816,8158,0.838255417071942
"gene-LOC134705099","NC_086374.1",37139571,37183500,43930,0.840491906812687
"gene-LOC134705751","NC_086374.1",37208373,37209565,1193,0.883824837914809
"gene-LOC134707128","NC_086374.1",37215686,37234752,19067,0.767130599290952
"gene-LOC134705754","NC_086374.1",37252750,37256036,3287,0.311993956002154
"gene-LOC134705100","NC_086374.1",37276148,37276893,746,0.741493107767038
"gene-LOC134705101","NC_086374.1",37283960,37285646,1687,0.460084958754642
"gene-LOC134707129","NC_086374.1",37286937,37324462,37526,0.810656926798269
"gene-LOC134705102","NC_086374.1",37330393,37331837,1445,0.959777440940379
"gene-LOC134705103","NC_086374.1",37335524,37336370,847,0.96400285945407
"gene-LOC134707130","NC_086374.1",37337803,37345578,7776,0.310851624359451
"gene-LOC134707132","NC_086374.1",37352608,37439963,87356,0.732686384189387
"gene-LOC134707131","NC_086374.1",37379245,37381620,2376,0.901018875547077
"gene-LOC134705104","NC_086374.1",37394750,37397080,2331,0.678530953654899
"gene-LOC134707133","NC_086374.1",37451383,37458634,7252,0.658743426588884
"gene-LOC134705105","NC_086374.1",37485946,37487721,1776,0.890748879471245
"gene-LOC134705755","NC_086374.1",37492528,37495585,3058,0.799916921179063
"gene-LOC134705106","NC_086374.1",37559376,37562948,3573,0.722061936033435
"gene-LOC134705107","NC_086374.1",37603946,37605984,2039,0.875198631720423
"gene-LOC134705108","NC_086374.1",37611882,37615005,3124,0.994623757828666
"gene-LOC134705109","NC_086374.1",37637925,37640214,2290,0.828788421679204
"gene-LOC134707134","NC_086374.1",37652097,37677034,24938,0.868973606994227
"gene-LOC134705110","NC_086374.1",37680926,37697165,16240,0.63546525913509
"gene-LOC134707136","NC_086374.1",37683157,37688623,5467,0.581679780558013
"gene-LOC134707137","NC_086374.1",37700804,37723284,22481,0.571395229254705
"gene-LOC134708615","NC_086374.1",37720909,37722429,1521,0.71754655382042
"gene-LOC134707138","NC_086374.1",37736672,37742981,6310,0.44764571077236
"gene-LOC134707139","NC_086374.1",37747625,37772670,25046,0.39942210040056
"gene-LOC134707140","NC_086374.1",37819006,37836051,17046,0.880430897711467
"gene-LOC134707141","NC_086374.1",37856669,37871925,15257,0.399272054241669
"gene-LOC134707142","NC_086374.1",37874767,37890135,15369,0.496353723720873
"gene-LOC134707143","NC_086374.1",37923062,37960226,37165,0.435669749918291
"gene-LOC134707145","NC_086374.1",37938876,37940507,1632,0.307388350705089
"gene-LOC134707146","NC_086374.1",37941987,37943374,1388,0.323468506118232
"gene-LOC134707147","NC_086374.1",37961351,37963730,2380,0.54034880339001
"gene-LOC134705111","NC_086374.1",37968371,37970911,2541,0.755199166280686
"gene-LOC134707149","NC_086374.1",37974378,37984122,9745,0.395251220469187
"gene-LOC134707148","NC_086374.1",37984140,37993652,9513,0.23019808788612
"gene-LOC134707150","NC_086374.1",38007443,38018851,11409,0.446289083515799
"gene-LOC134705756","NC_086374.1",38028728,38029960,1233,0.771282644082031
"gene-LOC134705757","NC_086374.1",38036737,38037870,1134,0.646724149636771
"gene-LOC134707152","NC_086374.1",38044799,38065095,20297,0.320281032097609
"gene-LOC134707153","NC_086374.1",38065154,38078884,13731,0.377567198010331
"gene-LOC134707154","NC_086374.1",38084013,38105842,21830,0.82543103621486
"gene-LOC134707156","NC_086374.1",38108853,38127336,18484,0.693607432560034
"gene-LOC134707155","NC_086374.1",38132794,38152937,20144,0.97783942468622
"gene-LOC134707157","NC_086374.1",38160174,38173157,12984,0.554009484678622
"gene-LOC134705113","NC_086374.1",38194319,38201078,6760,0.833919228856106
"gene-LOC134705758","NC_086374.1",38207308,38211920,4613,0.873086327840119
"gene-LOC134705114","NC_086374.1",38218178,38223009,4832,0.766101330564512
"gene-LOC134707159","NC_086374.1",38226981,38232649,5669,1.07452115649987
"gene-LOC134707158","NC_086374.1",38232124,38303668,71545,0.924358729064825
"gene-LOC134705759","NC_086374.1",38308227,38338759,30533,0.903483236439152
"gene-LOC134705115","NC_086374.1",38354145,38355200,1056,1.17642729271124
"gene-LOC134707160","NC_086374.1",38373500,38403510,30011,0.809061765816412
"gene-LOC134705760","NC_086374.1",38404699,38449899,45201,0.867390366109924
"gene-LOC134707161","NC_086374.1",38459978,38506099,46122,0.942346342382245
"gene-LOC134707164","NC_086374.1",38522147,38553584,31438,0.416923755326676
"gene-LOC134707162","NC_086374.1",38553571,38570314,16744,0.343106098340719
"gene-LOC134707165","NC_086374.1",38580565,38606291,25727,0.321471257429429
"gene-LOC134705761","NC_086374.1",38690899,38695376,4478,0.181006657911904
"gene-LOC134705116","NC_086374.1",38721497,38725483,3987,0.744158448969957
"gene-LOC134705117","NC_086374.1",38733173,38736549,3377,0.85374538003466
"gene-LOC134705118","NC_086374.1",38743415,38752019,8605,0.446464863579718
"gene-LOC134707166","NC_086374.1",38800758,38829092,28335,0.327697633228098
"gene-LOC134707169","NC_086374.1",38837195,38841929,4735,0.476305074471254
"gene-LOC134707168","NC_086374.1",38841932,38885895,43964,0.446882283645555
"gene-LOC134707170","NC_086374.1",38888991,38895931,6941,0.414601748658816
"gene-LOC134707171","NC_086374.1",38903292,38960737,57446,0.766656351050155
"gene-LOC134705119","NC_086374.1",39026511,39031846,5336,0.601188298662091
"gene-LOC134707173","NC_086374.1",39042841,39076044,33204,0.470616793399557
"gene-LOC134707174","NC_086374.1",39084326,39098370,14045,0.39601669756199
"gene-LOC134707176","NC_086374.1",39110055,39135145,25091,0.355962452016208
"gene-LOC134707178","NC_086374.1",39143513,39149412,5900,0.939377290296882
"gene-LOC134707177","NC_086374.1",39149629,39162104,12476,0.344601786654598
"gene-LOC134707179","NC_086374.1",39164024,39220671,56648,0.409977130743785
"gene-LOC134707181","NC_086374.1",39176764,39178945,2182,0.25417828894374
"gene-LOC134707180","NC_086374.1",39219183,39259912,40730,0.861034550244224
"gene-LOC134707182","NC_086374.1",39261353,39285858,24506,0.268016208061243
"gene-LOC134707184","NC_086374.1",39291247,39303097,11851,0.801259521844949
"gene-LOC134707185","NC_086374.1",39316157,39335455,19299,0.791647247394452
"gene-LOC134705120","NC_086374.1",39342946,39348273,5328,0.822818328051199
"gene-LOC134705762","NC_086374.1",39369120,39374939,5820,0.960323380656741
"gene-LOC134707186","NC_086374.1",39388677,39412549,23873,0.883286594270147
"gene-LOC134707187","NC_086374.1",39486324,39500201,13878,0.348838571794716
"gene-LOC134707191","NC_086374.1",39502193,39558627,56435,0.866900298334934
"gene-LOC134707190","NC_086374.1",39507678,39510056,2379,1.07188937018947
"gene-LOC134707188","NC_086374.1",39517866,39521860,3995,0.742867253308439
"gene-LOC134707189","NC_086374.1",39528814,39531597,2784,0.82248996158499
"gene-LOC134708616","NC_086374.1",39537527,39539973,2447,0.9108838730533
"gene-LOC134707192","NC_086374.1",39562900,39610761,47862,0.891132613686646
"gene-LOC134707194","NC_086374.1",39616996,39620134,3139,0.303404615049696
"gene-LOC134707195","NC_086374.1",39629210,39648192,18983,0.389130011879399
"gene-LOC134707196","NC_086374.1",39653732,39677209,23478,0.294456739532577
"gene-LOC134707197","NC_086374.1",39683762,39690896,7135,0.831507823371454
"gene-LOC134707198","NC_086374.1",39695829,39718109,22281,0.812759006814112
"gene-LOC134707199","NC_086374.1",39696653,39702068,5416,0.732059411264613
"gene-LOC134707200","NC_086374.1",39723478,39746283,22806,0.41872643697119
"gene-LOC134705121","NC_086374.1",39750411,39775265,24855,0.760947450858458
"gene-LOC134707201","NC_086374.1",39783360,39799137,15778,0.400573990955629
"gene-LOC134707202","NC_086374.1",39803450,39809587,6138,0.354518993519918
"gene-LOC134707203","NC_086374.1",39807567,39817037,9471,0.361404761779293
"gene-LOC134707204","NC_086374.1",39822446,39851700,29255,0.628325830276301
"gene-LOC134707213","NC_086374.1",39859828,39908062,48235,0.813842521421154
"gene-LOC134705763","NC_086374.1",39912560,39920515,7956,0.847987549135732
"gene-LOC134707214","NC_086374.1",39924431,39940495,16065,0.824965086213024
"gene-LOC134707205","NC_086374.1",39950865,39989545,38681,0.851688947746968
"gene-LOC134707206","NC_086374.1",39997174,40010905,13732,0.753781273604356
"gene-LOC134707208","NC_086374.1",40016542,40028118,11577,0.980481411249997
"gene-LOC134707209","NC_086374.1",40063000,40075177,12178,0.912815364957774
"gene-LOC134707210","NC_086374.1",40077244,40090757,13514,0.95990825715392
"gene-LOC134705764","NC_086374.1",40146782,40162781,16000,0.752196452496008
"gene-LOC134707211","NC_086374.1",40168049,40179339,11291,0.811356117833018
"gene-LOC134705124","NC_086374.1",40193696,40198164,4469,0.718984162983805
"gene-LOC134705125","NC_086374.1",40200408,40212591,12184,0.850973307145912
"gene-LOC134705126","NC_086374.1",40217043,40220341,3299,0.900749657584624
"gene-LOC134705765","NC_086374.1",40238706,40242595,3890,0.708833390778996
"gene-LOC134705766","NC_086374.1",40247071,40248561,1491,1.28362546986602
"gene-LOC134707215","NC_086374.1",40250465,40271428,20964,0.758666861391876
"gene-LOC134707216","NC_086374.1",40322519,40375253,52735,0.386490749675333
"gene-LOC134707217","NC_086374.1",40375411,40388706,13296,0.243496737342062
"gene-LOC134707218","NC_086374.1",40390268,40406399,16132,0.45432210363105
"gene-LOC134707220","NC_086374.1",40406568,40420045,13478,0.337578104246443
"gene-LOC134707221","NC_086374.1",40423307,40439204,15898,0.382702678194323
"gene-LOC134707222","NC_086374.1",40452207,40465399,13193,0.768252657842501
"gene-LOC134707223","NC_086374.1",40469921,40484825,14905,0.816451251912005
"gene-LOC134707224","NC_086374.1",40490367,40501332,10966,0.5649382373873
"gene-LOC134707225","NC_086374.1",40519569,40538236,18668,0.806685115954876
"gene-LOC134707226","NC_086374.1",40555727,40576982,21256,0.428377541817871
"gene-LOC134707227","NC_086374.1",40572515,40585737,13223,0.390329015193511
"gene-LOC134707229","NC_086374.1",40593261,40623799,30539,0.291267130864404
"gene-LOC134707230","NC_086374.1",40627840,40646009,18170,0.393152033854739
"gene-LOC134707231","NC_086374.1",40658040,40663606,5567,0.823497460337299
"gene-LOC134707232","NC_086374.1",40667026,40678961,11936,0.407221422717544
"gene-LOC134707233","NC_086374.1",40684830,40715250,30421,0.896147544647242
"gene-LOC134707235","NC_086374.1",40726072,40761354,35283,0.370449577025941
"gene-LOC134707236","NC_086374.1",40761436,40777475,16040,0.400531303191506
"gene-LOC134707239","NC_086374.1",40781586,40789311,7726,0.86404773542959
"gene-LOC134705767","NC_086374.1",40790523,40809047,18525,0.746458995024097
